Iso_code,Country,Relationship,Year,Unity,Value
CHE,Switzerland,Intimate partner or family member,2017,"Rate per 100,000 population",14.172648196859
COL,Colombia,Intimate partner or family member,2017,"Rate per 100,000 population",7.60711031944144
DEU,Germany,Intimate partner or family member,2017,"Rate per 100,000 population",13.700770304735
ESP,Spain,Intimate partner or family member,2017,"Rate per 100,000 population",4.69874888120261
FIN,Finland,Intimate partner or family member,2017,"Rate per 100,000 population",7.12642747893138
FRA,France,Intimate partner or family member,2017,"Rate per 100,000 population",26.8972038923989
GTM,Guatemala,Intimate partner or family member,2017,"Rate per 100,000 population",0.370490104627601
HUN,Hungary,Intimate partner or family member,2017,"Rate per 100,000 population",3.98814114500705
KGZ,Kyrgyzstan,Intimate partner or family member,2017,"Rate per 100,000 population",0.320766143518471
KNA,Saint Kitts and Nevis,Intimate partner or family member,2017,"Rate per 100,000 population",4.07913522333265
LTU,Lithuania,Intimate partner or family member,2017,"Rate per 100,000 population",2.1886049638848
LVA,Latvia,Intimate partner or family member,2017,"Rate per 100,000 population",4.73498748542808
MEX,Mexico,Intimate partner or family member,2017,"Rate per 100,000 population",4.3882699821237
MNG,Mongolia,Intimate partner or family member,2017,"Rate per 100,000 population",1.28416521555997
NZL,New Zealand,Intimate partner or family member,2017,"Rate per 100,000 population",23.8321125074657
OMN,Oman,Intimate partner or family member,2017,"Rate per 100,000 population",0
PAN,Panama,Intimate partner or family member,2017,"Rate per 100,000 population",5.28077075782972
ROU,Romania,Intimate partner or family member,2017,"Rate per 100,000 population",3.07122253655222
SLV,El Salvador,Intimate partner or family member,2017,"Rate per 100,000 population",27.891670460829
SVK,Slovakia,Intimate partner or family member,2017,"Rate per 100,000 population",0.0359020405642795
SVN,Slovenia,Intimate partner or family member,2017,"Rate per 100,000 population",5.79565838679274
VEN,Venezuela (Bolivarian Republic of),Intimate partner or family member,2017,"Rate per 100,000 population",0.650209263349316
ALB,Albania,Intimate partner or family member,2018,"Rate per 100,000 population",0.0696473891979685
AUS,Australia,Intimate partner or family member,2018,"Rate per 100,000 population",60.7272093245855
AUT,Austria,Intimate partner or family member,2018,"Rate per 100,000 population",14.1340082044022
BHS,Bahamas,Intimate partner or family member,2018,"Rate per 100,000 population",18.6379482964198
BOL,Bolivia (Plurinational State of),Intimate partner or family member,2018,"Rate per 100,000 population",10.7547645252101
CAN,Canada,Intimate partner or family member,2018,"Rate per 100,000 population",49.1243434265203
CHE,Switzerland,Intimate partner or family member,2018,"Rate per 100,000 population",17.4023650443096
COL,Colombia,Intimate partner or family member,2018,"Rate per 100,000 population",7.0873350085046
DEU,Germany,Intimate partner or family member,2018,"Rate per 100,000 population",15.5754984790438
ESP,Spain,Intimate partner or family member,2018,"Rate per 100,000 population",5.85773093642978
FIN,Finland,Intimate partner or family member,2018,"Rate per 100,000 population",9.0184879001954
FRA,France,Intimate partner or family member,2018,"Rate per 100,000 population",31.4251878529402
GTM,Guatemala,Intimate partner or family member,2018,"Rate per 100,000 population",0.293961190538118
GUY,Guyana,Intimate partner or family member,2018,"Rate per 100,000 population",17.2727136184082
HRV,Croatia,Intimate partner or family member,2018,"Rate per 100,000 population",9.25081481924469
HUN,Hungary,Intimate partner or family member,2018,"Rate per 100,000 population",1.86189081872239
KGZ,Kyrgyzstan,Intimate partner or family member,2018,"Rate per 100,000 population",0.536543504683236
KNA,Saint Kitts and Nevis,Intimate partner or family member,2018,"Rate per 100,000 population",4.07414952128743
LTU,Lithuania,Intimate partner or family member,2018,"Rate per 100,000 population",2.0848508224085
LVA,Latvia,Intimate partner or family member,2018,"Rate per 100,000 population",5.3642107521773
MEX,Mexico,Intimate partner or family member,2018,"Rate per 100,000 population",3.61131694196524
MMR,Myanmar,Intimate partner or family member,2018,"Rate per 100,000 population",0.298996386458355
MNG,Mongolia,Intimate partner or family member,2018,"Rate per 100,000 population",1.00524107565821
NZL,New Zealand,Intimate partner or family member,2018,"Rate per 100,000 population",20.2041268558468
OMN,Oman,Intimate partner or family member,2018,"Rate per 100,000 population",0
PAN,Panama,Intimate partner or family member,2018,"Rate per 100,000 population",11.6343860529672
ROU,Romania,Intimate partner or family member,2018,"Rate per 100,000 population",3.07516940129319
SLV,El Salvador,Intimate partner or family member,2018,"Rate per 100,000 population",26.8874175411929
SVK,Slovakia,Intimate partner or family member,2018,"Rate per 100,000 population",0.0717349565519302
SVN,Slovenia,Intimate partner or family member,2018,"Rate per 100,000 population",5.5986365896522
VEN,Venezuela (Bolivarian Republic of),Intimate partner or family member,2018,"Rate per 100,000 population",0.505940877613035
AUS,Australia,Intimate partner or family member,2019,"Rate per 100,000 population",60.1803799283642
AUT,Austria,Intimate partner or family member,2019,"Rate per 100,000 population",19.6808859590177
AZE,Azerbaijan,Intimate partner or family member,2019,"Rate per 100,000 population",0.0385976843705239
BOL,Bolivia (Plurinational State of),Intimate partner or family member,2019,"Rate per 100,000 population",37.6220862291391
CAN,Canada,Intimate partner or family member,2019,"Rate per 100,000 population",55.959706045772
CHE,Switzerland,Intimate partner or family member,2019,"Rate per 100,000 population",16.9351418769273
DEU,Germany,Intimate partner or family member,2019,"Rate per 100,000 population",16.0523924260625
ESP,Spain,Intimate partner or family member,2019,"Rate per 100,000 population",5.88053303848266
FIN,Finland,Intimate partner or family member,2019,"Rate per 100,000 population",10.9093068190679
FRA,France,Intimate partner or family member,2019,"Rate per 100,000 population",38.8802780593849
GBR_E_W,United Kingdom (England and Wales),Intimate partner or family member,2019,"Rate per 100,000 population",0.419198896934661
GTM,Guatemala,Intimate partner or family member,2019,"Rate per 100,000 population",0.138989382716879
GUY,Guyana,Intimate partner or family member,2019,"Rate per 100,000 population",42.8643221032094
HRV,Croatia,Intimate partner or family member,2019,"Rate per 100,000 population",13.6176099728025
HUN,Hungary,Intimate partner or family member,2019,"Rate per 100,000 population",2.23827717057419
KGZ,Kyrgyzstan,Intimate partner or family member,2019,"Rate per 100,000 population",1.46025904995546
KNA,Saint Kitts and Nevis,Intimate partner or family member,2019,"Rate per 100,000 population",0
LTU,Lithuania,Intimate partner or family member,2019,"Rate per 100,000 population",2.50461706382423
LVA,Latvia,Intimate partner or family member,2019,"Rate per 100,000 population",4.74781358339777
MEX,Mexico,Intimate partner or family member,2019,"Rate per 100,000 population",10.1348894948052
MNG,Mongolia,Intimate partner or family member,2019,"Rate per 100,000 population",0.922319202378354
PAN,Panama,Intimate partner or family member,2019,"Rate per 100,000 population",19.1104103960633
ROU,Romania,Intimate partner or family member,2019,"Rate per 100,000 population",3.39510673788714
SLV,El Salvador,Intimate partner or family member,2019,"Rate per 100,000 population",32.758672607636
SVK,Slovakia,Intimate partner or family member,2019,"Rate per 100,000 population",0
SVN,Slovenia,Intimate partner or family member,2019,"Rate per 100,000 population",4.64529829451191
SWE,Sweden,Intimate partner or family member,2019,"Rate per 100,000 population",43.9215477310857
AUS,Australia,Intimate partner or family member,2020,"Rate per 100,000 population",67.4536647530437
AUT,Austria,Intimate partner or family member,2020,"Rate per 100,000 population",19.3152330004955
BOL,Bolivia (Plurinational State of),Intimate partner or family member,2020,"Rate per 100,000 population",35.9360802114845
CAN,Canada,Intimate partner or family member,2020,"Rate per 100,000 population",57.3544565745241
CHE,Switzerland,Intimate partner or family member,2020,"Rate per 100,000 population",16.9553479304022
CZE,Czechia,Intimate partner or family member,2020,"Rate per 100,000 population",5.98861900387183
DEU,Germany,Intimate partner or family member,2020,"Rate per 100,000 population",17.2456609099877
ESP,Spain,Intimate partner or family member,2020,"Rate per 100,000 population",6.33926364339137
FIN,Finland,Intimate partner or family member,2020,"Rate per 100,000 population",10.5058119652622
FRA,France,Intimate partner or family member,2020,"Rate per 100,000 population",45.1509007540143
GTM,Guatemala,Intimate partner or family member,2020,"Rate per 100,000 population",0.125507163036087
GUY,Guyana,Intimate partner or family member,2020,"Rate per 100,000 population",42.9656090988884
HRV,Croatia,Intimate partner or family member,2020,"Rate per 100,000 population",12.2193879370392
HUN,Hungary,Intimate partner or family member,2020,"Rate per 100,000 population",3.03265061934996
KGZ,Kyrgyzstan,Intimate partner or family member,2020,"Rate per 100,000 population",0.948072537947368
KNA,Saint Kitts and Nevis,Intimate partner or family member,2020,"Rate per 100,000 population",8.13984249404774
LTU,Lithuania,Intimate partner or family member,2020,"Rate per 100,000 population",1.60099475140554
LVA,Latvia,Intimate partner or family member,2020,"Rate per 100,000 population",5.09832912067549
MAR,Morocco,Intimate partner or family member,2020,"Rate per 100,000 population",0.0768647273037127
MEX,Mexico,Intimate partner or family member,2020,"Rate per 100,000 population",11.6952343945898
MMR,Myanmar,Intimate partner or family member,2020,"Rate per 100,000 population",0.0111869240668511
MNG,Mongolia,Intimate partner or family member,2020,"Rate per 100,000 population",0.844268113018554
OMN,Oman,Intimate partner or family member,2020,"Rate per 100,000 population",0.348307862353377
PAN,Panama,Intimate partner or family member,2020,"Rate per 100,000 population",9.78780960939182
ROU,Romania,Intimate partner or family member,2020,"Rate per 100,000 population",4.37416857168849
SLV,El Salvador,Intimate partner or family member,2020,"Rate per 100,000 population",23.0327973074387
SVK,Slovakia,Intimate partner or family member,2020,"Rate per 100,000 population",0
SVN,Slovenia,Intimate partner or family member,2020,"Rate per 100,000 population",5.12021118026557
SWE,Sweden,Intimate partner or family member,2020,"Rate per 100,000 population",43.4181248923528
AUS,Australia,Intimate partner or family member,2021,"Rate per 100,000 population",77.0913745377524
AUT,Austria,Intimate partner or family member,2021,"Rate per 100,000 population",19.5322328189183
BHS,Bahamas,Intimate partner or family member,2021,"Rate per 100,000 population",7.98579468052124
BLZ,Belize,Intimate partner or family member,2021,"Rate per 100,000 population",9.5573200268611
BOL,Bolivia (Plurinational State of),Intimate partner or family member,2021,"Rate per 100,000 population",46.3051773606215
CAN,Canada,Intimate partner or family member,2021,"Rate per 100,000 population",69.523291631167
CHE,Switzerland,Intimate partner or family member,2021,"Rate per 100,000 population",15.5114305993694
COL,Colombia,Intimate partner or family member,2021,"Rate per 100,000 population",3.6511562001019
CZE,Czechia,Intimate partner or family member,2021,"Rate per 100,000 population",5.77392965778969
DEU,Germany,Intimate partner or family member,2021,"Rate per 100,000 population",18.7104048689273
ESP,Spain,Intimate partner or family member,2021,"Rate per 100,000 population",7.71415886368623
FIN,Finland,Intimate partner or family member,2021,"Rate per 100,000 population",12.5313864818829
FRA,France,Intimate partner or family member,2021,"Rate per 100,000 population",58.3389600972372
GBR_E_W,United Kingdom (England and Wales),Intimate partner or family member,2021,"Rate per 100,000 population",0.598286625447129
GUY,Guyana,Intimate partner or family member,2021,"Rate per 100,000 population",89.3092887744064
HRV,Croatia,Intimate partner or family member,2021,"Rate per 100,000 population",7.48816653682378
HUN,Hungary,Intimate partner or family member,2021,"Rate per 100,000 population",2.82860139309608
KNA,Saint Kitts and Nevis,Intimate partner or family member,2021,"Rate per 100,000 population",32.5315657849257
LTU,Lithuania,Intimate partner or family member,2021,"Rate per 100,000 population",2.16375134980895
LVA,Latvia,Intimate partner or family member,2021,"Rate per 100,000 population",5.8652717261097
MEX,Mexico,Intimate partner or family member,2021,"Rate per 100,000 population",16.2701041454748
ROU,Romania,Intimate partner or family member,2021,"Rate per 100,000 population",4.97817366333783
SLV,El Salvador,Intimate partner or family member,2021,"Rate per 100,000 population",22.6456669678026
SVK,Slovakia,Intimate partner or family member,2021,"Rate per 100,000 population",0
SVN,Slovenia,Intimate partner or family member,2021,"Rate per 100,000 population",6.82958386017565
SWE,Sweden,Intimate partner or family member,2021,"Rate per 100,000 population",51.380447670198
AUS,Australia,Intimate partner or family member,2022,"Rate per 100,000 population",78.7764504243491
AUT,Austria,Intimate partner or family member,2022,"Rate per 100,000 population",18.5747872052106
BHS,Bahamas,Intimate partner or family member,2022,"Rate per 100,000 population",13.073940135362
BLZ,Belize,Intimate partner or family member,2022,"Rate per 100,000 population",19.8486047671386
BOL,Bolivia (Plurinational State of),Intimate partner or family member,2022,"Rate per 100,000 population",58.1198316460023
CAN,Canada,Intimate partner or family member,2022,"Rate per 100,000 population",69.1014926816753
CHE,Switzerland,Intimate partner or family member,2022,"Rate per 100,000 population",18.3634819434473
COL,Colombia,Intimate partner or family member,2022,"Rate per 100,000 population",3.06862570723124
CZE,Czechia,Intimate partner or family member,2022,"Rate per 100,000 population",6.64849411608271
DEU,Germany,Intimate partner or family member,2022,"Rate per 100,000 population",19.2145858667167
ESP,Spain,Intimate partner or family member,2022,"Rate per 100,000 population",8.07849459583145
FIN,Finland,Intimate partner or family member,2022,"Rate per 100,000 population",11.3809051601345
FRA,France,Intimate partner or family member,2022,"Rate per 100,000 population",62.7028062605009
GUY,Guyana,Intimate partner or family member,2022,"Rate per 100,000 population",66.6273363481193
HND,Honduras,Intimate partner or family member,2022,"Rate per 100,000 population",11.7510280455611
HRV,Croatia,Intimate partner or family member,2022,"Rate per 100,000 population",13.1571468823729
HUN,Hungary,Intimate partner or family member,2022,"Rate per 100,000 population",3.99462751545747
IRL,Ireland,Intimate partner or family member,2022,"Rate per 100,000 population",11.7618315934637
KNA,Saint Kitts and Nevis,Intimate partner or family member,2022,"Rate per 100,000 population",8.11474245836123
LTU,Lithuania,Intimate partner or family member,2022,"Rate per 100,000 population",1.91991815663172
LVA,Latvia,Intimate partner or family member,2022,"Rate per 100,000 population",6.85323939020279
MAR,Morocco,Intimate partner or family member,2022,"Rate per 100,000 population",0.532097791511992
MEX,Mexico,Intimate partner or family member,2022,"Rate per 100,000 population",22.846714743937
MMR,Myanmar,Intimate partner or family member,2022,"Rate per 100,000 population",0.113900487091759
ROU,Romania,Intimate partner or family member,2022,"Rate per 100,000 population",6.45334025630598
SLV,El Salvador,Intimate partner or family member,2022,"Rate per 100,000 population",14.8500394520064
SVK,Slovakia,Intimate partner or family member,2022,"Rate per 100,000 population",0
SVN,Slovenia,Intimate partner or family member,2022,"Rate per 100,000 population",6.35535241614848
SWE,Sweden,Intimate partner or family member,2022,"Rate per 100,000 population",43.4190017757454
AUT,Austria,Other Perpetrator known to the victim,2013,"Rate per 100,000 population",19.4693238338393
CAN,Canada,Other Perpetrator known to the victim,2013,"Rate per 100,000 population",34.8323998476542
CHE,Switzerland,Other Perpetrator known to the victim,2013,"Rate per 100,000 population",12.6058057064235
COL,Colombia,Other Perpetrator known to the victim,2013,"Rate per 100,000 population",53.3745655379633
CZE,Czechia,Other Perpetrator known to the victim,2013,"Rate per 100,000 population",6.0735664000589
MMR,Myanmar,Other Perpetrator known to the victim,2013,"Rate per 100,000 population",0.799914570700035
AUT,Austria,Other Perpetrator known to the victim,2014,"Rate per 100,000 population",18.8403156199265
CAN,Canada,Other Perpetrator known to the victim,2014,"Rate per 100,000 population",35.3724494698113
CHE,Switzerland,Other Perpetrator known to the victim,2014,"Rate per 100,000 population",14.4683718733885
COL,Colombia,Other Perpetrator known to the victim,2014,"Rate per 100,000 population",52.8551722128889
CZE,Czechia,Other Perpetrator known to the victim,2014,"Rate per 100,000 population",6.07343133546719
DEU,Germany,Other Perpetrator known to the victim,2014,"Rate per 100,000 population",24.1146995572821
MMR,Myanmar,Other Perpetrator known to the victim,2014,"Rate per 100,000 population",0.925929109304642
AUT,Austria,Other Perpetrator known to the victim,2015,"Rate per 100,000 population",17.2718509909072
BOL,Bolivia (Plurinational State of),Other Perpetrator known to the victim,2015,"Rate per 100,000 population",5.58833866130622
CAN,Canada,Other Perpetrator known to the victim,2015,"Rate per 100,000 population",37.6765620178818
CHE,Switzerland,Other Perpetrator known to the victim,2015,"Rate per 100,000 population",14.9369731430833
COL,Colombia,Other Perpetrator known to the victim,2015,"Rate per 100,000 population",57.1174455196394
CZE,Czechia,Other Perpetrator known to the victim,2015,"Rate per 100,000 population",6.27823336492381
DEU,Germany,Other Perpetrator known to the victim,2015,"Rate per 100,000 population",23.87971521104
LTU,Lithuania,Other Perpetrator known to the victim,2015,"Rate per 100,000 population",3.83256587772356
MMR,Myanmar,Other Perpetrator known to the victim,2015,"Rate per 100,000 population",0.743940430829852
NZL,New Zealand,Other Perpetrator known to the victim,2015,"Rate per 100,000 population",25.8649915842585
VEN,Venezuela (Bolivarian Republic of),Other Perpetrator known to the victim,2015,"Rate per 100,000 population",0
AUT,Austria,Other Perpetrator known to the victim,2016,"Rate per 100,000 population",24.1448221282682
BOL,Bolivia (Plurinational State of),Other Perpetrator known to the victim,2016,"Rate per 100,000 population",8.07244195119494
CAN,Canada,Other Perpetrator known to the victim,2016,"Rate per 100,000 population",42.4474532077699
CHE,Switzerland,Other Perpetrator known to the victim,2016,"Rate per 100,000 population",14.6490187405678
COL,Colombia,Other Perpetrator known to the victim,2016,"Rate per 100,000 population",57.4083553796213
CZE,Czechia,Other Perpetrator known to the victim,2016,"Rate per 100,000 population",6.12979046395225
DEU,Germany,Other Perpetrator known to the victim,2016,"Rate per 100,000 population",26.6711833352179
ESP,Spain,Other Perpetrator known to the victim,2016,"Rate per 100,000 population",3.93542504344713
GUY,Guyana,Other Perpetrator known to the victim,2016,"Rate per 100,000 population",0.775839328847258
HRV,Croatia,Other Perpetrator known to the victim,2016,"Rate per 100,000 population",0.642831101638025
HUN,Hungary,Other Perpetrator known to the victim,2016,"Rate per 100,000 population",4.09129749850278
LTU,Lithuania,Other Perpetrator known to the victim,2016,"Rate per 100,000 population",4.07010501506893
LVA,Latvia,Other Perpetrator known to the victim,2016,"Rate per 100,000 population",1.87322745851738
MMR,Myanmar,Other Perpetrator known to the victim,2016,"Rate per 100,000 population",1.19908422248439
MNG,Mongolia,Other Perpetrator known to the victim,2016,"Rate per 100,000 population",7.94003892587678
NZL,New Zealand,Other Perpetrator known to the victim,2016,"Rate per 100,000 population",25.5509341244722
VEN,Venezuela (Bolivarian Republic of),Other Perpetrator known to the victim,2016,"Rate per 100,000 population",0.00646936107360858
AUT,Austria,Other Perpetrator known to the victim,2017,"Rate per 100,000 population",26.2968941713247
BHS,Bahamas,Other Perpetrator known to the victim,2017,"Rate per 100,000 population",35.6576671212216
BOL,Bolivia (Plurinational State of),Other Perpetrator known to the victim,2017,"Rate per 100,000 population",5.66203721857521
CAN,Canada,Other Perpetrator known to the victim,2017,"Rate per 100,000 population",60.2829589433346
CHE,Switzerland,Other Perpetrator known to the victim,2017,"Rate per 100,000 population",21.6109420352768
COL,Colombia,Other Perpetrator known to the victim,2017,"Rate per 100,000 population",64.8401975724248
DEU,Germany,Other Perpetrator known to the victim,2017,"Rate per 100,000 population",30.1622326910935
ESP,Spain,Other Perpetrator known to the victim,2017,"Rate per 100,000 population",3.91070758901885
HUN,Hungary,Other Perpetrator known to the victim,2017,"Rate per 100,000 population",3.08885441623095
KGZ,Kyrgyzstan,Other Perpetrator known to the victim,2017,"Rate per 100,000 population",5.22848813935108
KNA,Saint Kitts and Nevis,Other Perpetrator known to the victim,2017,"Rate per 100,000 population",0
LTU,Lithuania,Other Perpetrator known to the victim,2017,"Rate per 100,000 population",3.86224405391435
LVA,Latvia,Other Perpetrator known to the victim,2017,"Rate per 100,000 population",3.31449123979965
MEX,Mexico,Other Perpetrator known to the victim,2017,"Rate per 100,000 population",1.98524568595349
MNG,Mongolia,Other Perpetrator known to the victim,2017,"Rate per 100,000 population",17.8498964962836
NZL,New Zealand,Other Perpetrator known to the victim,2017,"Rate per 100,000 population",25.1998685296333
OMN,Oman,Other Perpetrator known to the victim,2017,"Rate per 100,000 population",4.9337766985317
PAN,Panama,Other Perpetrator known to the victim,2017,"Rate per 100,000 population",0.440064229819143
SLV,El Salvador,Other Perpetrator known to the victim,2017,"Rate per 100,000 population",1.49528649078842
VEN,Venezuela (Bolivarian Republic of),Other Perpetrator known to the victim,2017,"Rate per 100,000 population",0
AUT,Austria,Other Perpetrator known to the victim,2018,"Rate per 100,000 population",32.8309639393595
BHS,Bahamas,Other Perpetrator known to the victim,2018,"Rate per 100,000 population",38.7095849233335
BOL,Bolivia (Plurinational State of),Other Perpetrator known to the victim,2018,"Rate per 100,000 population",4.69330303757154
CAN,Canada,Other Perpetrator known to the victim,2018,"Rate per 100,000 population",66.6361876548846
CHE,Switzerland,Other Perpetrator known to the victim,2018,"Rate per 100,000 population",24.0418215873193
COL,Colombia,Other Perpetrator known to the victim,2018,"Rate per 100,000 population",71.8314230867613
DEU,Germany,Other Perpetrator known to the victim,2018,"Rate per 100,000 population",35.6388928053816
ESP,Spain,Other Perpetrator known to the victim,2018,"Rate per 100,000 population",5.03169443358321
GUY,Guyana,Other Perpetrator known to the victim,2018,"Rate per 100,000 population",49.8155073922208
HRV,Croatia,Other Perpetrator known to the victim,2018,"Rate per 100,000 population",4.71884998355411
HUN,Hungary,Other Perpetrator known to the victim,2018,"Rate per 100,000 population",1.842291967999
KGZ,Kyrgyzstan,Other Perpetrator known to the victim,2018,"Rate per 100,000 population",4.54483909849329
KNA,Saint Kitts and Nevis,Other Perpetrator known to the victim,2018,"Rate per 100,000 population",0
LTU,Lithuania,Other Perpetrator known to the victim,2018,"Rate per 100,000 population",3.19242782181301
LVA,Latvia,Other Perpetrator known to the victim,2018,"Rate per 100,000 population",3.64000015326316
MEX,Mexico,Other Perpetrator known to the victim,2018,"Rate per 100,000 population",1.44484258937394
MMR,Myanmar,Other Perpetrator known to the victim,2018,"Rate per 100,000 population",0.741813819567565
MNG,Mongolia,Other Perpetrator known to the victim,2018,"Rate per 100,000 population",25.884957698199
NZL,New Zealand,Other Perpetrator known to the victim,2018,"Rate per 100,000 population",20.6929363765528
OMN,Oman,Other Perpetrator known to the victim,2018,"Rate per 100,000 population",4.29503451060229
PAN,Panama,Other Perpetrator known to the victim,2018,"Rate per 100,000 population",1.29805133648808
SLV,El Salvador,Other Perpetrator known to the victim,2018,"Rate per 100,000 population",1.82700458943553
VEN,Venezuela (Bolivarian Republic of),Other Perpetrator known to the victim,2018,"Rate per 100,000 population",0
AUT,Austria,Other Perpetrator known to the victim,2019,"Rate per 100,000 population",36.8573348534306
BOL,Bolivia (Plurinational State of),Other Perpetrator known to the victim,2019,"Rate per 100,000 population",7.02961429768949
CAN,Canada,Other Perpetrator known to the victim,2019,"Rate per 100,000 population",73.0134873695829
CHE,Switzerland,Other Perpetrator known to the victim,2019,"Rate per 100,000 population",16.6112457208112
DEU,Germany,Other Perpetrator known to the victim,2019,"Rate per 100,000 population",36.2733741896236
ESP,Spain,Other Perpetrator known to the victim,2019,"Rate per 100,000 population",5.71406359648739
GUY,Guyana,Other Perpetrator known to the victim,2019,"Rate per 100,000 population",46.0668289270124
HRV,Croatia,Other Perpetrator known to the victim,2019,"Rate per 100,000 population",9.04699347674075
HUN,Hungary,Other Perpetrator known to the victim,2019,"Rate per 100,000 population",1.62962285226016
KGZ,Kyrgyzstan,Other Perpetrator known to the victim,2019,"Rate per 100,000 population",10.7810614964797
KNA,Saint Kitts and Nevis,Other Perpetrator known to the victim,2019,"Rate per 100,000 population",12.2139890888364
LTU,Lithuania,Other Perpetrator known to the victim,2019,"Rate per 100,000 population",3.82283657110015
LVA,Latvia,Other Perpetrator known to the victim,2019,"Rate per 100,000 population",5.61986097626675
MEX,Mexico,Other Perpetrator known to the victim,2019,"Rate per 100,000 population",2.25045878528874
MNG,Mongolia,Other Perpetrator known to the victim,2019,"Rate per 100,000 population",23.6728595277111
PAN,Panama,Other Perpetrator known to the victim,2019,"Rate per 100,000 population",2.83817976179157
SLV,El Salvador,Other Perpetrator known to the victim,2019,"Rate per 100,000 population",10.4024754241518
SVN,Slovenia,Other Perpetrator known to the victim,2019,"Rate per 100,000 population",7.29975446280443
SWE,Sweden,Other Perpetrator known to the victim,2019,"Rate per 100,000 population",48.4077361478648
AUT,Austria,Other Perpetrator known to the victim,2020,"Rate per 100,000 population",35.9784889299847
BOL,Bolivia (Plurinational State of),Other Perpetrator known to the victim,2020,"Rate per 100,000 population",4.23964991259087
CAN,Canada,Other Perpetrator known to the victim,2020,"Rate per 100,000 population",66.6293746412723
CHE,Switzerland,Other Perpetrator known to the victim,2020,"Rate per 100,000 population",17.7364886209627
CZE,Czechia,Other Perpetrator known to the victim,2020,"Rate per 100,000 population",8.60863981806575
DEU,Germany,Other Perpetrator known to the victim,2020,"Rate per 100,000 population",36.6541361621208
ESP,Spain,Other Perpetrator known to the victim,2020,"Rate per 100,000 population",5.49043996808423
GUY,Guyana,Other Perpetrator known to the victim,2020,"Rate per 100,000 population",18.4138324709522
HRV,Croatia,Other Perpetrator known to the victim,2020,"Rate per 100,000 population",6.84666094526713
HUN,Hungary,Other Perpetrator known to the victim,2020,"Rate per 100,000 population",2.89480286392497
KGZ,Kyrgyzstan,Other Perpetrator known to the victim,2020,"Rate per 100,000 population",9.05256358814261
KNA,Saint Kitts and Nevis,Other Perpetrator known to the victim,2020,"Rate per 100,000 population",4.06992124702387
LTU,Lithuania,Other Perpetrator known to the victim,2020,"Rate per 100,000 population",2.13465966854072
LVA,Latvia,Other Perpetrator known to the victim,2020,"Rate per 100,000 population",5.78464265615104
MAR,Morocco,Other Perpetrator known to the victim,2020,"Rate per 100,000 population",2.81105288425007
MEX,Mexico,Other Perpetrator known to the victim,2020,"Rate per 100,000 population",2.48871110241968
MMR,Myanmar,Other Perpetrator known to the victim,2020,"Rate per 100,000 population",0.0186448734447519
MNG,Mongolia,Other Perpetrator known to the victim,2020,"Rate per 100,000 population",24.18225095146
OMN,Oman,Other Perpetrator known to the victim,2020,"Rate per 100,000 population",3.88943779627938
PAN,Panama,Other Perpetrator known to the victim,2020,"Rate per 100,000 population",1.1652154296895
SLV,El Salvador,Other Perpetrator known to the victim,2020,"Rate per 100,000 population",8.95214124597419
SVN,Slovenia,Other Perpetrator known to the victim,2020,"Rate per 100,000 population",6.35285461255172
SWE,Sweden,Other Perpetrator known to the victim,2020,"Rate per 100,000 population",62.9329797746491
AUT,Austria,Other Perpetrator known to the victim,2021,"Rate per 100,000 population",40.3445441728618
BHS,Bahamas,Other Perpetrator known to the victim,2021,"Rate per 100,000 population",13.1530735914467
BLZ,Belize,Other Perpetrator known to the victim,2021,"Rate per 100,000 population",1.00603368703801
BOL,Bolivia (Plurinational State of),Other Perpetrator known to the victim,2021,"Rate per 100,000 population",5.01584058927823
CAN,Canada,Other Perpetrator known to the victim,2021,"Rate per 100,000 population",75.5300623505926
CHE,Switzerland,Other Perpetrator known to the victim,2021,"Rate per 100,000 population",19.3721548575336
COL,Colombia,Other Perpetrator known to the victim,2021,"Rate per 100,000 population",1.07657386382858
CZE,Czechia,Other Perpetrator known to the victim,2021,"Rate per 100,000 population",10.2168560503097
DEU,Germany,Other Perpetrator known to the victim,2021,"Rate per 100,000 population",37.9769626779252
ESP,Spain,Other Perpetrator known to the victim,2021,"Rate per 100,000 population",6.5289535136445
GUY,Guyana,Other Perpetrator known to the victim,2021,"Rate per 100,000 population",9.97733198842143
HRV,Croatia,Other Perpetrator known to the victim,2021,"Rate per 100,000 population",9.7922177789234
HUN,Hungary,Other Perpetrator known to the victim,2021,"Rate per 100,000 population",3.02640568631958
KNA,Saint Kitts and Nevis,Other Perpetrator known to the victim,2021,"Rate per 100,000 population",40.6644572311571
LTU,Lithuania,Other Perpetrator known to the victim,2021,"Rate per 100,000 population",2.36660303885354
LVA,Latvia,Other Perpetrator known to the victim,2021,"Rate per 100,000 population",5.964683111298
MEX,Mexico,Other Perpetrator known to the victim,2021,"Rate per 100,000 population",9.05642324389854
SLV,El Salvador,Other Perpetrator known to the victim,2021,"Rate per 100,000 population",9.19129874260615
SVN,Slovenia,Other Perpetrator known to the victim,2021,"Rate per 100,000 population",6.35530720321901
SWE,Sweden,Other Perpetrator known to the victim,2021,"Rate per 100,000 population",73.1531289422077
AUT,Austria,Other Perpetrator known to the victim,2022,"Rate per 100,000 population",47.3293510282235
BHS,Bahamas,Other Perpetrator known to the victim,2022,"Rate per 100,000 population",22.8793952368835
